Year,State,Yes,No,Category,Condition,Location 1
1996,Oregon,86.80%,13.20%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Oregon
(44.56744942400047, -120.15503132599969)"
2009,Nebraska,84.90%,15.10%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Nebraska
(41.6410409880005, -99.36572062299967)"
1996,Idaho,81.80%,18.20%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Idaho
(43.682630005000476, -114.3637300419997)"
1998,South Dakota,87.70%,12.30%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"South Dakota
(44.353130053000484, -100.3735306369997)"
2004,Arizona,82.10%,17.90%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Arizona
(34.865970280000454, -111.76381127699972)"
2006,New Jersey,85.80%,14.20%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"New Jersey
(40.13057004800049, -74.27369128799967)"
2008,Nevada,75.20%,24.80%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Nevada
(39.493240390000494, -117.07184056399967)"
2010,Louisiana,75.50%,24.50%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Louisiana
(31.31266064400046, -92.44568007099969)"
2000,Pennsylvania,88.90%,11.10%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Pennsylvania
(40.79373015200048, -77.86070029399963)"
2008,Delaware,93.60%,6.40%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Delaware
(39.008830667000495, -75.57774116799965)"
1997,West Virginia,77.60%,22.40%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"West Virginia
(38.66551020200046, -80.71264013499967)"
2001,Oregon,86.10%,13.90%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Oregon
(44.56744942400047, -120.15503132599969)"
1997,Pennsylvania,90.60%,9.40%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Pennsylvania
(40.79373015200048, -77.86070029399963)"
1997,Washington,87%,13%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Washington
(47.52227862900048, -120.47001078999972)"
1998,Vermont,87.60%,12.40%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Vermont
(43.62538123900049, -72.51764079099962)"
2003,Idaho,83.50%,16.50%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Idaho
(43.682630005000476, -114.3637300419997)"
1999,Idaho,83.30%,16.70%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Idaho
(43.682630005000476, -114.3637300419997)"
2004,Wyoming,79.70%,20.30%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Wyoming
(43.23554134300048, -108.10983035299967)"
2007,Minnesota,90.10%,9.90%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Minnesota
(46.35564873600049, -94.79420050299967)"
2003,Alaska,82.50%,17.50%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Alaska
(64.84507995700051, -147.72205903599973)"
2008,North Dakota,86%,14%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"North Dakota
(47.47531977900047, -100.11842104899966)"
1996,Minnesota,92.80%,7.20%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Minnesota
(46.35564873600049, -94.79420050299967)"
2003,Connecticut,89.60%,10.40%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Connecticut
(41.56266102000046, -72.64984095199964)"
2009,Maine,86.30%,13.70%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Maine
(45.254228894000505, -68.98503133599962)"
2003,Montana,80.90%,19.10%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Montana
(47.06652897200047, -109.42442064499971)"
2009,Colorado,80.70%,19.30%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Colorado
(38.843840757000464, -106.13361092099967)"
1996,Kansas,87.70%,12.30%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Kansas
(38.34774030000045, -98.20078122699965)"
2009,Alaska,80.70%,19.30%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Alaska
(64.84507995700051, -147.72205903599973)"
2001,Connecticut,90.50%,9.50%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Connecticut
(41.56266102000046, -72.64984095199964)"
2010,Missouri,85%,15%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Missouri
(38.635790776000476, -92.56630005299968)"
2001,Georgia,86.20%,13.80%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Georgia
(32.83968109300048, -83.62758034599966)"
1996,Kentucky,82.60%,17.40%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Kentucky
(37.645970271000465, -84.77497104799966)"
1995,Arizona,84.80%,15.20%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Arizona
(34.865970280000454, -111.76381127699972)"
1996,Hawaii,91.90%,8.10%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Hawaii
(21.304850435000446, -157.85774940299973)"
2003,California,81.30%,18.70%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"California
(37.63864012300047, -120.99999953799971)"
1995,Arkansas,81.30%,18.70%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Arkansas
(34.74865012400045, -92.27449074299966)"
1995,Mississippi,86%,14%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Mississippi
(32.745510099000455, -89.53803082499968)"
1997,Nebraska,92.40%,7.60%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Nebraska
(41.6410409880005, -99.36572062299967)"
2010,Tennessee,83.50%,16.50%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Tennessee
(35.68094058000048, -85.77449091399967)"
2007,Rhode Island,89.50%,10.50%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Rhode Island
(41.70828019300046, -71.52247031399963)"
1997,North Dakota,88.30%,11.70%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"North Dakota
(47.47531977900047, -100.11842104899966)"
2000,Missouri,86.60%,13.40%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Missouri
(38.635790776000476, -92.56630005299968)"
2007,Mississippi,77.10%,22.90%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Mississippi
(32.745510099000455, -89.53803082499968)"
2000,Illinois,87.20%,12.80%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Illinois
(40.48501028300046, -88.99771017799969)"
1998,New Mexico,78.20%,21.80%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"New Mexico
(34.52088095200048, -106.24058098499967)"
1998,South Carolina,81.30%,18.70%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"South Carolina
(33.998821303000454, -81.04537120699968)"
2009,Mississippi,76%,24%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Mississippi
(32.745510099000455, -89.53803082499968)"
1996,Iowa,88.40%,11.60%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Iowa
(42.46940091300047, -93.81649055599968)"
1995,North Dakota,87.20%,12.80%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"North Dakota
(47.47531977900047, -100.11842104899966)"
2006,Arizona,80.40%,19.60%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Arizona
(34.865970280000454, -111.76381127699972)"
2009,Georgia,81.20%,18.80%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Georgia
(32.83968109300048, -83.62758034599966)"
2005,Vermont,85.80%,14.20%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Vermont
(43.62538123900049, -72.51764079099962)"
1995,Louisiana,75.50%,24.50%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Louisiana
(31.31266064400046, -92.44568007099969)"
1998,Iowa,91.30%,8.70%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Iowa
(42.46940091300047, -93.81649055599968)"
2003,Louisiana,76.90%,23.10%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Louisiana
(31.31266064400046, -92.44568007099969)"
2008,Iowa,91%,9%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Iowa
(42.46940091300047, -93.81649055599968)"
2006,Colorado,80.40%,19.60%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Colorado
(38.843840757000464, -106.13361092099967)"
2010,New Jersey,86.30%,13.70%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"New Jersey
(40.13057004800049, -74.27369128799967)"
1999,Arizona,83.30%,16.70%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Arizona
(34.865970280000454, -111.76381127699972)"
2003,Ohio,88.90%,11.10%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Ohio
(40.06021014100048, -82.40426005599966)"
2000,Oregon,84.90%,15.10%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Oregon
(44.56744942400047, -120.15503132599969)"
1997,New York,83.10%,16.90%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"New York
(42.82700103200045, -75.54397042699964)"
1995,Vermont,86.20%,13.80%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Vermont
(43.62538123900049, -72.51764079099962)"
2008,Louisiana,80.50%,19.50%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Louisiana
(31.31266064400046, -92.44568007099969)"
1996,Delaware,87%,13%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Delaware
(39.008830667000495, -75.57774116799965)"
2002,North Dakota,90.70%,9.30%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"North Dakota
(47.47531977900047, -100.11842104899966)"
2005,Georgia,81.30%,18.70%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Georgia
(32.83968109300048, -83.62758034599966)"
2005,Minnesota,91.90%,8.10%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Minnesota
(46.35564873600049, -94.79420050299967)"
1997,Massachusetts,90.70%,9.30%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Massachusetts
(42.27687047000046, -72.08269067499964)"
2005,Iowa,87%,13%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Iowa
(42.46940091300047, -93.81649055599968)"
2008,Nevada,78.80%,21.20%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Nevada
(39.493240390000494, -117.07184056399967)"
2009,Arkansas,80%,20%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Arkansas
(34.74865012400045, -92.27449074299966)"
1999,South Carolina,84.40%,15.60%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"South Carolina
(33.998821303000454, -81.04537120699968)"
1997,Arkansas,78.40%,21.60%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Arkansas
(34.74865012400045, -92.27449074299966)"
2004,Utah,82.30%,17.70%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Utah
(39.360700171000474, -111.58713063499971)"
2010,Wyoming,83.50%,16.50%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Wyoming
(43.23554134300048, -108.10983035299967)"
2003,Utah,81.50%,18.50%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Utah
(39.360700171000474, -111.58713063499971)"
2003,Massachusetts,90.50%,9.50%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Massachusetts
(42.27687047000046, -72.08269067499964)"
1998,Colorado,85.10%,14.90%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Colorado
(38.843840757000464, -106.13361092099967)"
2009,Wyoming,80.70%,19.30%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Wyoming
(43.23554134300048, -108.10983035299967)"
1995,Virginia,86.90%,13.10%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Virginia
(37.54268067400045, -78.45789046299967)"
2000,Montana,82%,18%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Montana
(47.06652897200047, -109.42442064499971)"
2006,Maine,89.60%,10.40%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Maine
(45.254228894000505, -68.98503133599962)"
2009,Illinois,84%,16%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Illinois
(40.48501028300046, -88.99771017799969)"
1998,South Dakota,84.80%,15.20%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"South Dakota
(44.353130053000484, -100.3735306369997)"
2000,Wisconsin,92.50%,7.50%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Wisconsin
(44.39319117400049, -89.81637074199966)"
2005,Virginia,87.20%,12.80%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Virginia
(37.54268067400045, -78.45789046299967)"
2009,North Dakota,87%,13%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"North Dakota
(47.47531977900047, -100.11842104899966)"
2004,Utah,84.40%,15.60%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Utah
(39.360700171000474, -111.58713063499971)"
1995,Indiana,89.80%,10.20%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Indiana
(39.766910452000445, -86.14996019399968)"
2005,Arizona,79.10%,20.90%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Arizona
(34.865970280000454, -111.76381127699972)"
2007,Florida,81.40%,18.60%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Florida
(28.932040377000476, -81.92896053899966)"
